ID_PIVO,UMIDADE,TEMPERATURA,PH,N,P,K,ESTADO_BOMBA,CAPTURADO_EM
p1,80,20.43,8.47,13,38,42,OFF,2026-05-19 01:10:45
p1,53.71,36.01,6.15,97,89,65,OFF,2026-05-19 01:10:46
p3,55.66,36.86,4,66,94,20,ON,2026-05-19 01:10:47
p1,73.53,19.53,6.97,0,50,16,OFF,2026-05-19 01:10:52
p2,68.85,32.29,6.43,15,63,89,OFF,2026-05-19 01:10:54
p3,44.69,39.17,6.43,90,45,59,OFF,2026-05-19 01:10:56
p3,63.64,27.86,7.98,23,40,61,OFF,2026-05-19 01:10:56
p3,64.2,32,4.85,12,48,32,OFF,2026-05-19 01:10:58
p3,76.19,19.47,4,99,89,51,OFF,2026-05-19 01:11:02
p3,59.19,27.08,4.31,76,6,45,OFF,2026-05-19 01:11:02
p3,54.61,35.09,6.54,65,4,69,OFF,2026-05-19 01:11:03
p1,67.73,27.64,6.38,15,52,96,OFF,2026-05-19 01:11:07
p3,75.76,16.99,5.53,99,39,37,OFF,2026-05-19 01:11:08
p1,68.39,21.09,4,92,53,41,OFF,2026-05-19 01:11:12
p2,63.85,28.5,4,68,20,23,OFF,2026-05-19 01:11:14
p1,64.77,25.55,7.85,53,10,58,OFF,2026-05-19 01:11:14
p1,51.01,39.14,5.83,1,26,81,OFF,2026-05-19 01:11:14
p1,70.27,18.75,5.86,45,55,52,OFF,2026-05-19 01:11:18
p3,80,18.68,5.94,37,70,21,OFF,2026-05-19 01:11:20
p1,79.97,16.57,4.04,49,95,92,OFF,2026-05-19 01:11:23
p2,53.32,34.18,4,81,47,54,OFF,2026-05-19 01:11:25
p3,74.96,25.24,6.1,76,44,37,OFF,2026-05-19 01:11:31
p3,61.17,28.48,4,71,4,60,OFF,2026-05-19 01:11:34
p1,56.05,31.43,4,3,78,62,ON,2026-05-19 01:11:34
p3,67.69,21.11,4,91,66,91,OFF,2026-05-19 01:11:36
p2,72.12,17.46,4.41,100,98,6,OFF,2026-05-19 01:11:41
p1,63.12,29.67,7.74,55,15,49,OFF,2026-05-19 01:11:49
p2,71.21,28.09,7.45,53,44,67,OFF,2026-05-19 01:11:51
p3,60.47,25.63,7.64,3,41,24,OFF,2026-05-19 01:11:56
p2,53.75,39.87,4,99,61,91,OFF,2026-05-19 01:11:56
p3,54.63,36.85,5.04,78,50,39,OFF,2026-05-19 01:11:57
p2,69.33,24.68,6.07,100,81,79,OFF,2026-05-19 01:11:57
p2,58.52,38.53,4,61,1,66,OFF,2026-05-19 01:12:04
p3,78.79,19,4.2,74,36,61,OFF,2026-05-19 01:12:06
p1,72.79,22.32,6.73,92,73,55,OFF,2026-05-19 01:12:09
p3,55.61,37.53,5.87,95,90,25,ON,2026-05-19 01:12:16
p1,75.55,20.21,5.31,97,55,60,OFF,2026-05-19 01:12:18
p1,67.53,30.2,5.77,96,48,46,OFF,2026-05-19 01:12:20
p1,79.71,15.59,6.53,25,83,64,OFF,2026-05-19 01:12:22
p3,66.49,24.86,4,22,40,62,OFF,2026-05-19 01:12:23
p1,73.26,18.56,7.03,87,98,85,OFF,2026-05-19 01:12:24
p1,51.66,35.26,6.9,89,95,20,OFF,2026-05-19 01:12:26
p1,58.08,35.47,5.61,88,100,49,OFF,2026-05-19 01:12:30
p1,79.41,18.19,4.19,14,21,39,OFF,2026-05-19 01:12:35
p1,56.51,26.84,4.55,29,18,93,OFF,2026-05-19 01:12:37
p3,60.26,28.51,5.11,70,10,33,OFF,2026-05-19 01:12:41
p3,59.76,35.88,4,40,12,12,OFF,2026-05-19 01:12:43
p1,51.37,38.2,5.18,65,25,79,OFF,2026-05-19 01:12:44
p3,56.06,29.79,5.24,40,71,16,OFF,2026-05-19 01:12:46
p2,66.33,19.85,4,99,20,5,OFF,2026-05-19 01:12:50
p1,72.18,27.09,4.84,81,71,73,OFF,2026-05-19 01:12:50
p2,77.75,15.76,7.08,57,90,68,OFF,2026-05-19 01:12:53
p3,53.34,38.25,4.57,31,68,10,OFF,2026-05-19 01:12:55
p3,72.37,20.81,7.04,9,19,35,OFF,2026-05-19 01:12:56
p2,53.43,35.21,5.01,54,64,69,ON,2026-05-19 01:12:59
p2,52.06,38.48,7.41,32,81,21,OFF,2026-05-19 01:13:01
p2,68.29,24.76,5.12,26,4,24,OFF,2026-05-19 01:13:01
p2,58.52,33.68,6.1,58,16,71,OFF,2026-05-19 01:13:03
p2,80,15.64,5.08,79,80,66,OFF,2026-05-19 01:13:03
p1,53.69,38.8,6.72,56,58,65,OFF,2026-05-19 01:13:04
p2,76.63,22.27,4,11,78,100,ON,2026-05-19 01:13:04
p1,79.28,18.95,5.5,76,9,43,OFF,2026-05-19 01:13:05
p3,65.37,29.59,7.78,10,18,77,OFF,2026-05-19 01:13:13
p3,75.05,25.67,4,31,24,77,OFF,2026-05-19 01:13:14
p1,61.71,28.71,5.94,10,51,93,OFF,2026-05-19 01:13:22
p1,42.89,37.88,6.65,74,68,94,OFF,2026-05-19 01:13:24
p1,45.48,36.32,4.24,44,31,54,ON,2026-05-19 01:13:29
p3,53.41,35.77,6.87,86,83,34,OFF,2026-05-19 01:13:30
p2,70.78,17.81,4,85,6,30,OFF,2026-05-19 01:13:33
p2,57.99,33.96,7.01,79,47,12,OFF,2026-05-19 01:13:38
p3,72.03,23.57,6.03,14,81,98,OFF,2026-05-19 01:13:38
p2,64.41,22.66,5.27,99,47,23,OFF,2026-05-19 01:13:41
p3,48.46,35.05,4,69,29,51,ON,2026-05-19 01:13:41
p1,74.58,15.24,6.66,15,47,39,OFF,2026-05-19 01:13:46
p1,49.97,35.69,5.12,61,69,3,OFF,2026-05-19 01:13:47
p3,60.34,31.84,5.67,56,50,44,ON,2026-05-19 01:13:55
p2,70.03,21.37,4,67,73,25,OFF,2026-05-19 01:13:58
p1,77.99,16.84,4,97,29,40,OFF,2026-05-19 01:13:58
p3,48.74,39.62,6.95,40,74,21,OFF,2026-05-19 01:13:59
p3,61.75,32.83,7.42,18,70,49,OFF,2026-05-19 01:14:02
p3,64.45,29.99,4.02,36,88,80,OFF,2026-05-19 01:14:04
p2,71.28,29.51,4,57,60,9,ON,2026-05-19 01:14:04
p3,66.16,23.17,6.6,0,62,13,OFF,2026-05-19 01:14:04
p1,74.97,24.39,6.12,55,69,42,OFF,2026-05-19 01:14:04
p3,77.67,18.21,8.03,2,51,73,OFF,2026-05-19 01:14:06
p1,57.49,32.58,7.29,28,33,14,ON,2026-05-19 01:14:07
p1,68.6,24.89,4.23,80,5,78,OFF,2026-05-19 01:14:07
p1,39.17,36.81,6.79,6,60,75,OFF,2026-05-19 01:14:11
p2,75.85,20.41,4,90,27,65,OFF,2026-05-19 01:14:16
p2,76.34,15.23,6.86,47,15,70,ON,2026-05-19 01:14:18
p2,60.85,23.12,7.37,72,43,19,OFF,2026-05-19 01:14:23
p3,69,23.34,6.24,72,41,29,OFF,2026-05-19 01:14:31
p3,56.63,33.87,6.16,12,71,88,ON,2026-05-19 01:14:35
p2,59.6,33.24,4,79,2,99,OFF,2026-05-19 01:14:39
p3,80,18.36,4,57,4,56,OFF,2026-05-19 01:14:42
p1,70.5,23.37,6.99,8,43,69,OFF,2026-05-19 01:14:44
p1,73.5,21.27,6.77,48,52,27,OFF,2026-05-19 01:14:45
p1,56.61,39.21,4.81,0,91,15,OFF,2026-05-19 01:14:46
p3,75.95,16.61,7.15,38,54,26,OFF,2026-05-19 01:14:48
p3,65.77,31.16,4.71,68,71,51,OFF,2026-05-19 01:14:48
p2,64.26,21.52,6.14,50,33,57,OFF,2026-05-19 01:14:49
p3,58.27,36.47,4,34,41,100,OFF,2026-05-19 01:14:50
p3,66.38,27.16,4.88,4,25,1,OFF,2026-05-19 01:15:03
p3,53.57,36.99,7.84,54,4,41,OFF,2026-05-19 01:15:04
p2,70.46,28.03,8.44,2,95,31,OFF,2026-05-19 01:15:06
p2,63.53,32.6,6.39,47,26,85,ON,2026-05-19 01:15:08
p3,57.43,38.16,4,47,8,81,OFF,2026-05-19 01:15:08
p3,65.38,24.84,4,90,65,55,OFF,2026-05-19 01:15:11
p2,69.31,33.49,4,99,68,72,OFF,2026-05-19 01:15:15
p1,80,15.84,4.95,16,83,28,OFF,2026-05-19 01:15:18
p3,65.85,27.64,4.24,75,85,6,OFF,2026-05-19 01:15:32
p1,70.46,24.92,5.65,92,67,13,ON,2026-05-19 01:15:32
p1,66.45,25.81,5.2,2,34,48,OFF,2026-05-19 01:15:33
p1,75.31,30.24,8.08,44,19,21,OFF,2026-05-19 01:15:36
p2,57.82,31.86,8.26,14,70,1,OFF,2026-05-19 01:15:38
p3,57.27,35.26,4,100,89,80,OFF,2026-05-19 01:15:40
p2,70.9,24.08,5.53,81,65,94,OFF,2026-05-19 01:15:41
p3,72.92,24.79,4,50,42,1,OFF,2026-05-19 01:15:42
p2,72.91,20.92,4,78,34,88,OFF,2026-05-19 01:15:44
p2,59.74,34.01,5.84,81,6,31,OFF,2026-05-19 01:15:49
p3,48.74,38.76,5.3,10,6,84,ON,2026-05-19 01:15:52
p2,60.45,25.07,5.27,96,16,41,OFF,2026-05-19 01:15:57
p1,55.03,29.73,4,74,39,78,ON,2026-05-19 01:16:00
p1,72.3,21.68,6.7,20,27,51,OFF,2026-05-19 01:16:00
p3,69.69,19.91,6.52,74,96,97,OFF,2026-05-19 01:16:02
p1,66.31,26.03,7.46,66,63,77,OFF,2026-05-19 01:16:03
p1,73.37,19.76,7.16,17,94,79,OFF,2026-05-19 01:16:04
p3,67.68,17.18,6.18,57,42,48,OFF,2026-05-19 01:16:05
p1,71.73,26.07,5.5,91,67,20,OFF,2026-05-19 01:16:05
p1,60.44,23.33,4.68,43,85,71,OFF,2026-05-19 01:16:11
p2,47.07,37.91,6.22,72,23,59,OFF,2026-05-19 01:16:12
p3,64.76,28.24,8.15,22,6,79,OFF,2026-05-19 01:16:12
p1,70.14,30.94,5.94,70,64,30,OFF,2026-05-19 01:16:14
p2,52.77,34.46,4,55,30,21,OFF,2026-05-19 01:16:15
p1,51.15,35.97,4,7,98,31,OFF,2026-05-19 01:16:15
p2,75.12,23.72,7.57,13,78,48,OFF,2026-05-19 01:16:19
p2,63.43,33.22,7.41,46,0,56,OFF,2026-05-19 01:16:21
p2,73.87,23.66,4,74,80,21,OFF,2026-05-19 01:16:26
p1,50.27,36.91,7.74,30,67,89,ON,2026-05-19 01:16:27
p3,59.98,32.42,8.04,33,19,87,OFF,2026-05-19 01:16:28
p3,49.06,32.93,6.84,6,16,58,OFF,2026-05-19 01:16:37
p1,80,16.27,4.87,3,24,75,OFF,2026-05-19 01:16:37
p2,52.1,39.02,5.67,84,10,95,OFF,2026-05-19 01:16:37
p2,78.18,21.23,4.12,99,72,70,OFF,2026-05-19 01:16:38
p3,73.08,19.26,4,84,44,40,OFF,2026-05-19 01:16:42
p3,80,20.4,8.29,25,69,8,OFF,2026-05-19 01:16:42
p2,61.28,31.99,5.74,9,89,65,OFF,2026-05-19 01:16:44
p2,54.29,33.25,4.58,8,52,5,OFF,2026-05-19 01:16:46
p1,52.13,33.9,6.82,8,31,39,OFF,2026-05-19 01:16:51
p3,54.33,36.18,6.46,80,39,5,ON,2026-05-19 01:16:51
p1,57.61,37.79,5.74,40,29,18,OFF,2026-05-19 01:16:53
p1,71.8,22.01,6.73,95,67,99,OFF,2026-05-19 01:16:53
p2,55.58,38.72,5.9,44,52,92,ON,2026-05-19 01:16:55
p3,80,15.4,4,39,39,20,OFF,2026-05-19 01:17:05
p3,74.39,19.26,4.35,11,35,41,OFF,2026-05-19 01:17:06
p1,80,21.19,4.69,75,63,62,OFF,2026-05-19 01:17:07
p3,58.92,33.5,4.5,51,23,0,OFF,2026-05-19 01:17:16
p2,78.29,17.59,4,69,88,91,OFF,2026-05-19 01:17:16
p3,58.88,30.65,4,89,69,52,OFF,2026-05-19 01:17:20
p3,53.29,31,5.07,62,75,15,ON,2026-05-19 01:17:28
p3,66.14,30.55,5.7,32,55,79,OFF,2026-05-19 01:17:28
p2,55.82,29.52,4.76,82,57,48,OFF,2026-05-19 01:17:32
p3,75.13,15.93,6.94,96,3,9,OFF,2026-05-19 01:17:33
p3,80,17.24,7.05,60,48,41,OFF,2026-05-19 01:17:34
p2,51.44,39.91,4.83,78,13,91,OFF,2026-05-19 01:17:34
p2,40.41,39.92,4,32,31,54,OFF,2026-05-19 01:17:36
p2,42.76,39.04,4.93,22,51,26,ON,2026-05-19 01:17:45
p3,79.53,18.25,5.91,19,50,0,ON,2026-05-19 01:17:45
p2,57.61,35.02,5.8,58,69,87,OFF,2026-05-19 01:17:48
p2,62.67,34.27,6.15,18,81,43,OFF,2026-05-19 01:17:49
p1,52.52,36.83,7.48,46,43,66,OFF,2026-05-19 01:17:54
p1,67.42,25.15,8.28,2,44,89,OFF,2026-05-19 01:17:55
p1,79.09,16.81,5.02,70,86,32,OFF,2026-05-19 01:17:55
p3,67.16,20.73,4,12,43,6,ON,2026-05-19 01:17:56
p2,63.41,34.51,4.64,92,45,82,ON,2026-05-19 01:18:00
p1,71.65,16.78,4,86,96,74,OFF,2026-05-19 01:18:04
p1,59.8,30.91,4.98,68,81,21,OFF,2026-05-19 01:18:09
p2,59.54,31.11,4,99,57,7,OFF,2026-05-19 01:18:09
p2,78.92,15.23,4,28,17,39,OFF,2026-05-19 01:18:09
p1,54.55,29.06,7.32,74,11,69,OFF,2026-05-19 01:18:10
p1,67.82,26.11,6.18,49,59,58,OFF,2026-05-19 01:18:11
p3,60.79,27.83,4.46,43,91,61,OFF,2026-05-19 01:18:26
p1,66.99,28.02,4.39,51,0,35,OFF,2026-05-19 01:18:27
p2,49.61,38.48,6.08,6,80,7,ON,2026-05-19 01:18:30
p1,79.46,17.39,5.17,74,63,47,OFF,2026-05-19 01:18:31
p3,57.56,35.16,8.28,15,45,97,ON,2026-05-19 01:18:31
p2,71.04,23.84,8.09,9,25,80,OFF,2026-05-19 01:18:33
p2,64.29,28.68,4.94,42,26,96,OFF,2026-05-19 01:18:35
p2,70.52,19.71,4.93,55,22,70,OFF,2026-05-19 01:18:37
p1,54.83,38.72,5.38,77,79,53,OFF,2026-05-19 01:18:39
p2,67.61,31.63,6.48,10,66,83,OFF,2026-05-19 01:18:40
p1,61.92,33.04,4,86,54,9,OFF,2026-05-19 01:18:40
p1,60.8,35.99,5.55,8,92,99,OFF,2026-05-19 01:18:42
p2,65.92,27.13,6.97,22,63,91,OFF,2026-05-19 01:18:44
p3,79.77,20.28,5.54,7,17,33,OFF,2026-05-19 01:18:46
p2,60.02,32.7,4,88,87,29,ON,2026-05-19 01:18:47
p2,68.45,25.14,6.24,47,69,53,OFF,2026-05-19 01:18:48
p3,73.41,15.94,4.59,26,84,27,OFF,2026-05-19 01:18:55
p3,51.42,39.04,5.68,61,25,39,OFF,2026-05-19 01:18:56
p2,80,19.95,4,53,74,22,OFF,2026-05-19 01:19:02
p2,51.56,39.76,5.7,84,57,55,OFF,2026-05-19 01:19:04
p2,52.85,34.26,4,61,97,35,OFF,2026-05-19 01:19:05
p2,65.93,29.51,5.96,16,20,40,OFF,2026-05-19 01:19:05
p1,69.82,18.94,4.4,11,46,33,OFF,2026-05-19 01:19:05
p1,51.14,38.33,6.63,89,11,77,OFF,2026-05-19 01:19:06
p1,64.16,29.58,4,44,88,48,OFF,2026-05-19 01:19:07
p2,63.38,34.94,5.43,31,25,36,OFF,2026-05-19 01:19:08
p3,53.5,33.52,6.38,55,93,13,ON,2026-05-19 01:19:15
p2,70.38,23.12,4,77,50,21,OFF,2026-05-19 01:19:15
p2,69.23,23.62,4,79,95,76,OFF,2026-05-19 01:19:23
p3,80,17.23,4,59,62,62,ON,2026-05-19 01:19:31
p2,60.05,33.9,4.92,97,5,95,OFF,2026-05-19 01:19:32
p2,70.94,23.2,6.62,61,41,47,OFF,2026-05-19 01:19:33
p3,61.17,33.96,5.2,3,41,39,OFF,2026-05-19 01:19:33
p2,57.28,36.16,5.62,4,54,70,OFF,2026-05-19 01:19:38
p2,61,34.96,4,77,2,58,OFF,2026-05-19 01:19:48
p1,51.85,36.27,4.14,93,4,4,OFF,2026-05-19 01:19:53
p1,80,19.96,4,78,40,8,OFF,2026-05-19 01:19:55
p2,59.66,35.26,4.81,52,83,65,OFF,2026-05-19 01:19:57
p3,73.58,18.3,4.05,17,55,76,OFF,2026-05-19 01:19:59
p3,65.35,28.67,6.94,91,15,24,OFF,2026-05-19 01:20:02
p1,59.7,35.69,6.59,70,78,78,ON,2026-05-19 01:20:02
p1,59.5,28.74,6.09,78,44,97,OFF,2026-05-19 01:20:03
p1,66.34,22.15,4,88,58,95,OFF,2026-05-19 01:20:09
p2,62.91,18.53,4.68,34,11,75,OFF,2026-05-19 01:20:19
p3,58.51,33.18,4,26,19,1,OFF,2026-05-19 01:20:23
p1,53.8,31.58,5.39,26,80,91,OFF,2026-05-19 01:20:23
p2,71.76,25.21,7.81,1,58,14,OFF,2026-05-19 01:20:23
p3,71.41,23.03,4.43,57,87,50,OFF,2026-05-19 01:20:25
p1,54.48,34.62,7.31,51,99,22,OFF,2026-05-19 01:20:25
p3,67.22,22.52,5.48,1,22,81,OFF,2026-05-19 01:20:29
p2,77.84,18.39,7.06,79,90,6,OFF,2026-05-19 01:20:30
p2,50.07,34.51,4,49,72,68,OFF,2026-05-19 01:20:30
p1,48.17,39.2,4,28,80,46,OFF,2026-05-19 01:20:32
p3,55.6,32.01,7.69,47,32,37,OFF,2026-05-19 01:20:32
p1,79.35,19.1,5.35,19,75,2,OFF,2026-05-19 01:20:33
p1,80,15.3,5.65,68,77,75,OFF,2026-05-19 01:20:33
p3,70.61,15.26,5.21,76,87,1,OFF,2026-05-19 01:20:34
p1,60.9,32.51,7.42,67,8,3,OFF,2026-05-19 01:20:35
p2,47.39,33.03,7.8,41,24,42,OFF,2026-05-19 01:20:35
p1,79.3,23.67,7.35,72,27,36,OFF,2026-05-19 01:20:36
p3,80,15.99,4,86,65,35,OFF,2026-05-19 01:20:36
p2,63.71,27.58,7.58,38,49,82,OFF,2026-05-19 01:20:39
p3,80,18.34,4,79,65,26,ON,2026-05-19 01:20:44
p1,68.58,25.47,5.42,71,35,76,OFF,2026-05-19 01:20:50
p3,72.59,27.8,4.2,66,89,54,OFF,2026-05-19 01:20:52
p2,46.29,34.76,6.83,21,39,6,OFF,2026-05-19 01:20:52
p3,56.21,38.6,6.22,61,29,81,OFF,2026-05-19 01:20:54
p2,65.62,30.62,4,99,93,96,OFF,2026-05-19 01:21:04
p2,72.66,15.6,6.19,28,4,80,OFF,2026-05-19 01:21:04
p1,79.02,16.4,4.55,41,55,45,OFF,2026-05-19 01:21:05
p1,53.78,33.89,4.01,91,40,74,ON,2026-05-19 01:21:08
p1,49.73,34.61,5.67,12,30,54,OFF,2026-05-19 01:21:08
p1,57.7,33.42,5.49,86,96,9,OFF,2026-05-19 01:21:11
p2,74.04,17,4,18,32,71,OFF,2026-05-19 01:21:13
p1,68.96,23.52,4.29,63,90,14,OFF,2026-05-19 01:21:17
p2,58.03,36.77,6.9,37,77,9,OFF,2026-05-19 01:21:22
p3,55.53,32.99,4.74,90,59,85,ON,2026-05-19 01:21:25
p1,66.04,29.74,4.18,98,17,33,OFF,2026-05-19 01:21:27
p3,80,16.35,4.1,2,2,83,OFF,2026-05-19 01:21:28
p2,73.45,17.41,5.9,47,0,77,OFF,2026-05-19 01:21:32
p1,77.41,19.03,7.62,35,46,34,OFF,2026-05-19 01:21:34
p1,65.58,34.3,7.84,2,24,62,OFF,2026-05-19 01:21:36
p3,80,15.02,5.84,19,8,51,OFF,2026-05-19 01:21:37
p1,76.85,18.37,6.34,1,93,12,OFF,2026-05-19 01:21:39
p2,51.52,31.74,4.87,5,37,82,ON,2026-05-19 01:21:40
p3,67.85,20.13,7.15,28,87,76,OFF,2026-05-19 01:21:41
p1,65.67,29.53,7.46,3,66,30,OFF,2026-05-19 01:21:45
p1,74.71,24.85,5.91,21,90,91,OFF,2026-05-19 01:21:46
p1,72.29,29.07,4.31,75,62,65,OFF,2026-05-19 01:21:51
p1,58.94,33.63,7.06,91,23,5,OFF,2026-05-19 01:21:56
p3,55.09,31.55,7.24,69,12,100,OFF,2026-05-19 01:21:56
p1,63.65,28.66,7.41,28,89,90,OFF,2026-05-19 01:22:00
p3,60.52,33.84,7.45,16,70,34,OFF,2026-05-19 01:22:01
p2,69.04,33.25,6.77,89,39,47,ON,2026-05-19 01:22:01
p1,69.91,21.95,6.55,87,55,22,OFF,2026-05-19 01:22:04
p1,75.83,21.02,4,71,94,23,OFF,2026-05-19 01:22:05
p3,70.73,27.38,6.77,20,50,7,OFF,2026-05-19 01:22:10
p2,53.98,30.71,6.13,97,46,13,ON,2026-05-19 01:22:13
p1,60.56,26.64,4.13,15,34,95,OFF,2026-05-19 01:22:15
p1,53.88,39.64,4.79,97,34,33,OFF,2026-05-19 01:22:16
p3,58.18,34.29,7.12,22,46,93,OFF,2026-05-19 01:22:22
p3,67.87,22.23,6.66,59,62,34,OFF,2026-05-19 01:22:27
p3,59.87,28.66,4,94,29,5,OFF,2026-05-19 01:22:29
p2,41.05,38.79,7.63,22,32,72,ON,2026-05-19 01:22:31
p1,56.01,30.19,4,27,6,42,OFF,2026-05-19 01:22:34
p1,65.14,23.82,7,49,66,70,OFF,2026-05-19 01:22:36
p3,60.36,28.21,4,34,14,71,OFF,2026-05-19 01:22:41
p3,63.38,22.3,7.81,12,13,57,OFF,2026-05-19 01:22:43
p2,51.54,38.87,6.02,62,20,45,OFF,2026-05-19 01:22:44
p2,74.97,19.04,4.2,62,73,91,OFF,2026-05-19 01:22:45
p1,73.32,19.22,4,5,76,87,OFF,2026-05-19 01:22:46
p2,60.64,30.14,5.08,95,53,91,OFF,2026-05-19 01:22:48
p1,46.97,36.33,7.81,14,12,8,OFF,2026-05-19 01:22:49
p3,62.01,31.46,4,89,46,42,OFF,2026-05-19 01:23:05
p3,69.45,28.72,4,70,13,8,OFF,2026-05-19 01:23:07
p2,56.65,32.4,7.18,87,49,86,OFF,2026-05-19 01:23:08
p2,79.29,15,4,93,24,42,OFF,2026-05-19 01:23:10
p3,72.54,18.09,6.83,51,44,3,OFF,2026-05-19 01:23:12
p1,54,32.59,4.71,22,55,44,OFF,2026-05-19 01:23:12
p2,80,20.89,5.59,53,70,53,OFF,2026-05-19 01:23:18
p3,63.86,29.07,4,85,74,51,OFF,2026-05-19 01:23:19
p1,54.56,32.87,6.69,24,39,74,OFF,2026-05-19 01:23:20
p1,51.01,33.29,4.6,70,68,76,OFF,2026-05-19 01:23:23
p1,61.09,37,4.71,28,32,78,OFF,2026-05-19 01:23:25
p2,72.98,15.83,6.77,35,89,1,OFF,2026-05-19 01:23:26
p3,69.05,18.26,6.85,64,44,82,ON,2026-05-19 01:23:27
p1,75.92,21.86,4.79,78,68,53,OFF,2026-05-19 01:23:28
p1,74.15,18.34,4,56,88,79,OFF,2026-05-19 01:23:33
p1,72.36,26.82,8.42,1,86,4,OFF,2026-05-19 01:23:33
p2,66.98,23.49,7.59,1,56,59,OFF,2026-05-19 01:23:35
p1,75.62,18.76,5.12,79,56,21,OFF,2026-05-19 01:23:37
p1,62.19,27.73,4,44,47,58,OFF,2026-05-19 01:23:39
p2,53.29,36.1,6.4,79,19,74,OFF,2026-05-19 01:23:45
p1,57.17,36.09,4,42,14,64,OFF,2026-05-19 01:23:45
p1,73.72,15.26,7.2,6,4,42,OFF,2026-05-19 01:23:45
p1,59.42,28.92,4.27,38,66,90,OFF,2026-05-19 01:23:47
p3,64.88,20.11,4,90,21,42,OFF,2026-05-19 01:23:53
p1,61.13,28.36,4,28,78,19,OFF,2026-05-19 01:23:53
p2,80,15.55,4,72,79,42,OFF,2026-05-19 01:23:54
p2,71.88,15.54,6.2,57,10,19,OFF,2026-05-19 01:24:04
p2,53.81,38.99,4.25,4,4,86,OFF,2026-05-19 01:24:05
p3,73.05,17.34,6.66,45,25,0,OFF,2026-05-19 01:24:07
p2,52.16,29.67,4,58,57,96,OFF,2026-05-19 01:24:13
p1,70.9,26.65,6.36,44,73,48,OFF,2026-05-19 01:24:14
p1,65.76,30.73,5.93,99,79,29,OFF,2026-05-19 01:24:15
p2,74.72,19.59,4,70,72,48,OFF,2026-05-19 01:24:16
p1,75.62,19.72,4.73,1,96,9,ON,2026-05-19 01:24:21
p3,75.24,16.5,4,66,100,13,OFF,2026-05-19 01:24:26
p2,66.12,24.54,5.85,10,11,91,ON,2026-05-19 01:24:29
p1,66.41,30.35,4,68,14,22,OFF,2026-05-19 01:24:33
p1,60.39,29.89,7.21,62,89,86,OFF,2026-05-19 01:24:33
p1,52.44,37.09,7.54,35,14,12,OFF,2026-05-19 01:24:34
p1,60.98,39.38,4.13,77,38,65,OFF,2026-05-19 01:24:35
p3,76.32,16.17,5.44,100,0,67,OFF,2026-05-19 01:24:37
p3,80,16.46,7.63,55,20,37,OFF,2026-05-19 01:24:37
p2,76.24,20.11,6.09,45,41,100,OFF,2026-05-19 01:24:41
p3,67.85,18.62,6.15,16,39,64,OFF,2026-05-19 01:24:43
p3,76.67,19.51,6.75,35,68,38,OFF,2026-05-19 01:24:45
p3,80,17.34,4,50,36,74,OFF,2026-05-19 01:24:50
p1,57.77,25.87,6.97,19,62,11,OFF,2026-05-19 01:24:50
p1,54.07,35.34,4.8,73,54,61,OFF,2026-05-19 01:24:52
p2,48.77,39.17,6.95,17,14,88,OFF,2026-05-19 01:24:53
p2,69.04,25.26,8.63,9,12,12,OFF,2026-05-19 01:24:56
p3,74.14,24.63,7.75,27,10,17,ON,2026-05-19 01:25:01
p3,58.14,37.25,6.83,32,74,18,ON,2026-05-19 01:25:04
p1,70.4,23.29,5.84,75,85,37,OFF,2026-05-19 01:25:09
p1,56.02,36.7,5.44,60,56,61,OFF,2026-05-19 01:25:11
p3,60.79,26.24,5.29,79,91,74,OFF,2026-05-19 01:25:17
p2,64.23,28.66,5.88,65,49,86,OFF,2026-05-19 01:25:20
p1,75.87,25.42,6.61,27,73,83,OFF,2026-05-19 01:25:21
p1,80,16.36,5.53,85,83,25,OFF,2026-05-19 01:25:22
p3,80,19.34,7.98,22,100,0,OFF,2026-05-19 01:25:29
p3,63.8,28.01,6.18,50,21,24,OFF,2026-05-19 01:25:31
p3,60.88,31.18,7.49,7,39,28,OFF,2026-05-19 01:25:36
p1,62.38,24.78,6.43,95,3,19,OFF,2026-05-19 01:25:38
p2,65.55,28.1,4.64,19,18,10,OFF,2026-05-19 01:25:47
p1,59.3,35.79,7.34,54,6,15,OFF,2026-05-19 01:25:48
p3,53.15,32.94,4,80,26,49,OFF,2026-05-19 01:25:49
p1,53.29,31.88,7.51,43,91,57,ON,2026-05-19 01:25:50
p3,56.3,39.55,4,77,74,70,OFF,2026-05-19 01:25:52
p2,60.29,22.07,7.58,46,31,63,OFF,2026-05-19 01:25:55
p3,80,18.49,5.65,59,46,52,OFF,2026-05-19 01:25:56
p2,52.38,37.97,6.99,88,80,91,OFF,2026-05-19 01:25:56
p1,57.77,32.17,6.93,99,27,74,OFF,2026-05-19 01:25:59
p3,47.61,33.15,4,7,55,91,OFF,2026-05-19 01:25:59
p1,41.85,39.44,6.64,0,16,81,OFF,2026-05-19 01:26:00
p2,80,17.74,4,64,98,40,OFF,2026-05-19 01:26:00
p3,52.11,37.18,8.22,2,55,18,OFF,2026-05-19 01:26:08
p1,55.08,29.57,4.98,44,96,56,OFF,2026-05-19 01:26:18
p1,75.05,15.33,6.95,47,75,2,OFF,2026-05-19 01:26:20
p2,61.97,37.31,5.32,71,95,70,OFF,2026-05-19 01:26:22
p3,72.64,16.81,5.81,87,55,53,OFF,2026-05-19 01:26:25
p1,59.97,33.68,7.51,2,50,97,OFF,2026-05-19 01:26:26
